------------------------ TERMES Termite Tracker Statistics File ---------------------------
Elapsed time: 480.988 seconds
Frames Processed: 3807
Total processing time: 43 seconds
Ticks per second: 1000

# Heatmap
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 6, 25, 17, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 6, 7, 27, 1176, 7, 3, 2, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 1, 20, 50, 37, 34, 24, 16, 3, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 4, 15, 16, 14, 15, 4, 16, 3, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 1, 4, 1, 11, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 


# KeyPoints (x, y)
300, 244, 33057
300, 244, 33400
300, 244, 33589
300, 244, 33802
300, 244, 34065
300, 244, 34267
300, 244, 34536
300, 244, 34722
300, 244, 34931
300, 244, 35135
300, 244, 35339
300, 244, 35530
300, 244, 35798
300, 244, 36002
300, 244, 36203
300, 244, 36400
300, 244, 36658
300, 244, 36869
300, 244, 37066
300, 244, 37268
300, 244, 37456
300, 244, 37669
300, 244, 37867
300, 244, 38058
300, 244, 38271
300, 244, 38468
300, 244, 38671
300, 244, 38867
300, 244, 39066
300, 244, 39258
300, 244, 39604
300, 244, 39804
300, 244, 40000
300, 244, 40191
300, 244, 40405
300, 244, 40600
300, 244, 40804
300, 244, 41004
300, 244, 41191
300, 244, 41394
300, 244, 41604
300, 244, 41802
300, 244, 42005
300, 244, 42191
300, 244, 42400
300, 244, 42605
300, 244, 42805
300, 244, 43001
300, 244, 43205
300, 244, 43391
300, 244, 43601
300, 244, 43805
300, 244, 44005
300, 244, 44200
301, 244, 44469
301, 244, 44672
300, 244, 44877
299, 244, 45069
299, 244, 45460
299, 244, 45669
299, 244, 45874
299, 244, 46076
299, 244, 46271
299, 244, 46474
299, 244, 46671
299, 244, 46870
299, 244, 47074
299, 244, 47273
299, 244, 47471
299, 244, 47674
299, 244, 47867
299, 244, 48071
299, 244, 48338
299, 244, 48539
299, 244, 48741
299, 244, 48938
299, 243, 49127
299, 243, 49407
299, 243, 49603
299, 243, 49806
299, 243, 50003
299, 243, 50202
299, 243, 50406
299, 243, 50608
299, 243, 50803
299, 243, 50998
299, 243, 51327
299, 243, 51528
299, 243, 51794
299, 243, 51995
299, 243, 52270
299, 243, 52539
299, 243, 52731
299, 243, 52928
299, 243, 53195
299, 243, 53406
299, 243, 53609
299, 243, 53803
299, 243, 54008
299, 243, 54276
299, 243, 54464
299, 243, 54671
299, 243, 54875
299, 243, 55076
299, 243, 55271
299, 243, 55475
299, 243, 55677
299, 243, 55873
300, 243, 56067
301, 243, 56272
301, 243, 56465
301, 243, 56739
301, 243, 56943
301, 243, 57141
301, 243, 57338
301, 243, 57544
301, 243, 57741
301, 243, 58004
301, 243, 58206
301, 243, 58410
301, 243, 58602
301, 243, 58807
301, 243, 59077
301, 243, 59278
301, 243, 59463
301, 243, 59677
301, 243, 59874
301, 244, 60145
301, 244, 60340
301, 244, 60609
301, 244, 60812
301, 244, 61004
301, 244, 61210
301, 244, 61413
301, 244, 61613
301, 244, 61947
301, 244, 62132
301, 244, 62344
301, 244, 62541
301, 244, 62740
301, 244, 62935
301, 244, 63132
301, 244, 63341
301, 244, 63544
301, 244, 63741
301, 244, 63940
